,image,person,posture,body,female,male,dominant,center
1342,5_130185.jpg,yes,"female, sitting or leaning","female, face only",confident and alluring,no males portrayed,neither,female
1343,5_130245.jpg,yes,"female, standing &","female, upper body with legs &",confidently and happily,no males shown,neither,female
1344,5_130335.jpg,yes,female standing & female standing,female upper body with legs & female upper body with legs,"attractively, confidently",not applicable,neither,female
1345,5_130545.jpg,yes,"female, standing","female, upper body with legs","positively, confident",not applicable,neither,female
1346,5_130605.jpg,yes,"female, touching face","female, face only","elegantly, with styled makeup",no males present,neither,female
1347,5_130705.jpg,yes,female standing,female upper body without legs,playfully brushing teeth,no male depicted,neither,female
1348,5_131495.jpg,yes,"female, facing slightly left &","female, face only &","confident, attractive",no males depicted,neither,female
1349,5_131635.jpg,yes,"female, standing &","female, upper body without legs &","confident, attractive",not applicable,neither,female
1350,5_132245.jpg,yes,"female, looking away from the camera","female, upper body without legs","contemplative, styled",not applicable,neither,female
1351,5_133185.jpg,yes,female-standing & male-standing,female-upper body without legs & male-upper body without legs,"attractively, possibly flirtatiously","neutral, indistinct",neither,female
1352,5_137375.jpg,yes,male standing & female standing,male upper body without legs & female upper body without legs,"competent, athletic","competent, athletic",neither,both
1353,5_138015.jpg,yes,"male, standing","male, upper body with legs",no females shown,"neutral, possibly humorous",neither,male
1354,5_138065.jpg,yes,female standing & female seated,female upper body with legs & female upper body with legs,"confident, athletic, fashionable",no males shown,neither,female
1355,5_139475.jpg,yes,female-standing & male-jumping & male-jumping,female-upper body without legs & male-upper body with legs & male-upper body with legs,"active, relaxed","athletic, dynamic",neither,both
1356,5_141905.jpg,yes,"female, standing","female, upper body with legs",confident and alluring,not applicable,neither,female
1357,5_143085.jpg,yes,"female, standing","female, upper body without legs","sensual, provocative",no males shown,female,female
1358,5_145915.jpg,yes,"female, standing &","female, upper body with legs &",playful and attractive,not applicable,neither,female
1359,5_146145.jpg,yes,"female, sitting","female, upper body with legs",confident and glamorous,no males shown,neither,female
1360,5_152445.jpg,yes,male standing & male playing guitar,male upper body with legs & male upper body without legs,no females portrayed,casual and performing,neither,male
1361,5_153165.jpg,yes,"female, planking","female, upper body with legs","active, strong, determined",no males shown,neither,female
1362,5_153275.jpg,yes,"female, standing","female, upper body with legs","casually, confidently",not applicable,neither,female
1363,5_154285.jpg,yes,female standing & female standing,female upper body with legs & female upper body with legs,"casual, comfortable",not applicable,neither,female
1364,5_154575.jpg,yes,"female, standing","female, upper body with legs",confidently and fashionably,not applicable,neither,female
1365,5_154865.jpg,yes,"female, seated or crouching","female, upper body with legs","artistically, elegantly",not applicable,neither,female
1366,5_156225.jpg,yes,"female, standing","female, upper body with legs",elegantly,no males shown,neither,female
1367,5_156555.jpg,yes,female reclining,female upper body with legs,"playful, relaxed",no males shown,neither,female
1368,5_157065.jpg,yes,female-standing & female-standing & female-standing,female-upper body with legs & female-upper body with legs & female-upper body with legs,"confident, fashionable",not applicable (no males present),neither,female
1369,5_157525.jpg,yes,"female, facing forward","female, face only","confidently, attractively",no males depicted,neither,female
1370,5_157565.jpg,yes,"female, seated","female, upper body with legs","glamorously, confidently",no males portrayed,neither,female
1371,5_157655.jpg,yes,female & standing,female & upper body with legs,suggestive pose,no males portrayed,neither,female
1372,5_157695.jpg,yes,"female, blowing a kiss &","female, upper body with legs &",glamorous and alluring,no males to portray,neither,female
1373,5_157805.jpg,yes,"female, standing","female, upper body without legs",confidently,no males present,neither,female
1374,5_159765.jpg,yes,female kneeling & female diving & female standing,female upper body with legs & female upper body with legs & female upper body with legs,"active, athletic, competitive",not applicable,neither,female
1375,5_161305.jpg,yes,male standing & female standing & female standing & female standing,male upper body without legs & female upper body without legs & female upper body without legs & female upper body without legs,"positively, having fun","positively, having fun",neither,neither
1376,5_162565.jpg,yes,female & kneeling,female & upper body with legs,"confident, attractive",not applicable,neither,female
1377,5_163015.jpg,yes,"female, shouting &","female, face only &","animated, expressive",not applicable,neither,female
1378,5_163595.jpg,yes,"female, standing","female, upper body with legs",playful and iconic,no males shown,neither,female
1379,5_166685.jpg,yes,female sitting & male sitting & male sitting & female sitting & female sitting & male sitting & female sitting,female upper body with legs & male upper body with legs & male upper body with legs & female upper body with legs & female upper body with legs & male upper body with legs & female upper body with legs,"casual, youthful, relaxed","casual, youthful, relaxed",neither,both
1380,5_16705.jpg,yes,"female, standing","female, upper body with legs","sensually, confidently",no males present,female,female
1381,5_18055.jpg,yes,"female, seated & female, seated","female, upper body with legs & female, upper body with legs","vulnerable, introspective",not applicable,neither,female
1382,5_18535.jpg,yes,female active & female posing,female upper body with legs & female upper body with legs,active and stylish,not applicable,neither,female
1383,5_20725.jpg,yes,female sitting & female standing,female upper body with legs & female upper body with legs,"sensual, attractive",not applicable,neither,female
1384,5_20785.jpg,yes,female kneeling & male lying,female upper body with legs & male upper body with legs,"confident, attractive, in control","relaxed, passive",female,female
1385,5_20865.jpg,,,,,,,
1386,5_20905.jpg,yes,"female, standing with arms up &","female, upper body with legs &","confident, poised",no males shown,neither,female
1387,5_21045.jpg,yes,female standing & male kneeling,female upper body with legs & male upper body with legs,"confident, independent.","vulnerable, submissive.",female,both
