actorid,dob,name,first_name,gender
nm0435774,"june 6, 1895",Bill Kaliloa,Bill,male
nm0504839,"april 30, 1919",Freddie Letuli,Freddie,male
nm0305238,"november 1, 1904",Henry Garcia,Henry,male
nm0609216,"february 28, 1915",Zero Mostel,Zero,male
nm0153083,"november 2, 1912",Lewis Charles,Lewis,male
nm0234126,"march 21, 1921",Robert Dorsen,Robert,male
nm0396177,"july 9, 1921",Paul Hostetler,Paul,male
nm0045985,"november 24, 1932",Joan Deloris Bade,Joan,female
nm0540102,"march 8, 1915",Doreen Mary English,Doreen,female
nm0528752,"july 17, 1927",Mara Lynn,Mara,female
nm0891207,"january 29, 1927",Carol West,Carol,female
nm0814801,"january 24, 1913",Jeanne Sorel,Jeanne,female
nm0678842,"february 9, 1913",Johann Petursson,Johann,male
nm0292796,"july 4, 1916",John Frederick,John,male
nm0883215,"december 17, 1913",David Vaile,David,male
nm0624140,"september 1, 1918",Ellanora Needles,Ellanora,female
nm0395731,"october 27, 1920",Charles Horvath,Charles,male
nm1333962,"april 4, 1984",Carolina Gaitan,Carolina,female
nm0369935,"july 28, 1977",Allan Hawco,Allan,male
nm0443459,"july 9, 1920",Jan Kayne,Jan,male
nm0118643,"december 23, 1921",Kay Buckley,Kay,female
nm0570277,"march 13, 1913",Paul McGuire,Paul,male
nm0644665,"april 15, 1928",Jimmy Ogg,Jimmy,male
nm0292271,"october 29, 1932",Jim Frasher,Jim,male
nm0438322,"january 24, 1927",Marvin Kaplan,Marvin,male
nm0452238,"june 22, 1959",Eddie Kidd,Eddie,male
nm0359566,"december 27, 1901",Irene Handl,Irene,female
nm0758010,"january 12, 1950",Murray Salem,Murray,male
nm0649168,"january 28, 1957",Marella Oppenheim,Marella,female
nm0563957,"december 26, 1934",Bill Mitchell,Bill,male
nm0597942,"june 17, 1942",G.B. Zoot Money,G.B.,
nm0402105,1943,Paul Humpoletz,Paul,male
nm0069019,"may 31, 1948",Lynda Bellingham,Lynda,female
nm0668766,"october 2, 1958",Daniel Peacock,Daniel,male
nm0865443,"november 14, 1958",Claire Toeman,Claire,female
nm0457740,1946,Ken Kitson,Ken,male
nm0926170,"december 22, 1947",Peter Whitman,Peter,male
nm0189523,"december 13, 1935",Angela Crow,Angela,female
nm0647557,"july 17, 1931",April Olrich,April,female
nm0790993,"january 16, 1922",Marianne Stewart,Marianne,female
nm0651237,"july 5, 1913",Peter Ortiz,Peter,male
nm0429269,"june 5, 1914",Stan Jones,Stan,male
nm0448038,"december 22, 1909",Fred Kennedy,Fred,male
nm0234427,"september 26, 1920",Tommy Doss,Tommy,male
nm0603672,"january 16, 1922",Sherry Moreland,Sherry,female
nm0244828,"march 9, 1925",John Dutra,John,male
nm0549296,"december 31, 1934",Kathy Marlowe,Kathy,female
nm0636161,"june 16, 1905",Barry Norton,Barry,male
nm0943867,"december 17, 1926",Patrice Wymore,Patrice,female
nm0285401,"september 11, 1920",Scott Forbes,Scott,male
nm0424793,"august 13, 1903",Chubby Johnson,Chubby,male
nm0931621,"february 6, 1924",Rush Williams,Rush,male
nm0113832,"february 13, 1915",Jerry Brown,Jerry,male
nm0811099,"august 31, 1881",Nakai Snez,Nakai,male
nm0618865,"october 19, 1921",George Nader,George,male
nm0439000,"september 2, 1943",Frances Karath,Frances,female
nm0240120,"july 7, 1917",Doris Dudley,Doris,female
nm0053817,"may 28, 1912",Dave Barbour,Dave,male
nm0888573,"july 26, 1909",Vivian Vance,Vivian,female
nm0741147,"april 19, 1891",Françoise Rosay,Françoise,female
nm0824619,"march 7, 1928",Lou Steele,Lou,female
nm0142297,"february 25, 1873",Enrico Caruso,Enrico,male
nm0144934,"august 23, 1895",Iphigenie Castiglioni,Iphigenie,female
nm0894636,"january 7, 1924",Anne Vernon,Anne,female
nm0234853,"november 4, 1898",Joe Dougherty,Joe,male
nm0853540,"january 20, 1913",Guy Teague,Guy,male
nm0824700,"march 28, 1888",William Steele,William,male
nm0208370,"may 26, 1900",Eduardo De Filippo,Eduardo,male
nm0323022,"august 30, 1908",Leda Gloria,Leda,female
nm0768742,"september 25, 1929",Delia Scala,Delia,female
nm0615698,"august 3, 1931",Gianni Musy,Gianni,male
nm0869451,"february 15, 1898",Totò,Totò,
nm0208377,"march 23, 1898",Titina De Filippo,Titina,female
nm0632426,"may 31, 1896",Carlo Ninchi,Carlo,male
nm0535979,"march 2, 1909",Dante Maggio,Dante,male
nm0330752,"september 30, 1918",Laura Gore,Laura,female
nm0812827,"november 17, 1906",Mario Soldati,Mario,male
nm0321294,"april 10, 1924",Aldo Giuffrè,Aldo,male
nm0005905,"march 2, 1910",Aldo Tonti,Aldo,male
nm0137716,"october 28, 1896",Pietro Carloni,Pietro,male
nm0294306,"december 9, 1924",Mario Frera,Mario,male
nm0740025,"august 30, 1923",Giacomo Rondinella,Giacomo,male
nm0731642,"december 2, 1914",Tracey Roberts,Tracey,female
nm0439463,"april 24, 1919",Richard Karlan,Richard,male
nm0336646,"august 2, 1899",Gene Gray,Gene,male
nm1625579,"june 27, 1897",Harley Luse,Harley,male
nm0598577,"october 7, 1911",Vaughn Monroe,Vaughn,male
nm0112928,"june 13, 1921",Joe Brown Jr.,Joe,male
nm0845945,"october 31, 1884",Richard Taber,Richard,male
nm0630132,"january 20, 1916",Alex Nicol,Alex,male
nm0062732,"march 25, 1922",Frank Baxter,Frank,male
nm0198446,"october 23, 1918",James Daly,James,male
nm0366321,"june 23, 1913",Henry Hart,Henry,male
nm0381096,1890,Ralph Hertz,Ralph,male
nm0447725,"january 11, 1910",Richard Kendrick,Richard,male
nm0503921,"november 17, 1912",Jack Lescoulie,Jack,male
nm3551906,"november 4, 1924",Jane Adrian,Jane,female
nm0952959,"april 30, 1905",Guy Zanette,Guy,male
nm0167247,"may 25, 1890",Cecil Clovelly,Cecil,male
nm0413271,"september 3, 1925",Anne Jackson,Anne,female
nm0700519,"april 19, 1929",Enid Rudd,Enid,female
nm0175356,"march 14, 1930",Sheila Connolly,Sheila,female
nm0522401,"december 21, 1925",Phyllis Love,Phyllis,female
nm0752648,"september 8, 1922",Kathleen Ryan,Kathleen,female
nm0894678,"january 16, 1922",Irene Vernon,Irene,female
nm0806803,"september 17, 1940",Donald Ross,Donald,male
nm0023071,"august 13, 1938",Robert Altuna,Robert,male
nm0174783,"march 3, 1928",Joe Conley,Joe,male
nm0247719,"april 5, 1927",Jane Easton,Jane,female
nm0508766,"may 16, 1919",Liberace,Liberace,male
nm0441196,"july 5, 1921",Aram Katcher,Aram,male
nm0337431,"march 29, 1927",Betty Greco,Betty,female
nm0428066,"june 2, 1907",Fenton Jones,Fenton,male
nm0726456,"august 10, 1921",Jon Riffel,Jon,male
nm0821126,"february 13, 1911",Paul Stader,Paul,male
nm0889537,"june 12, 1893",Evelyn Varden,Evelyn,female
nm0443820,"january 1, 1881",Richard Kean,Richard,male
nm0841797,"march 27, 1899",Gloria Swanson,Gloria,female
nm0001124,"august 12, 1881",Cecil B. DeMille,Cecil,male
nm0263143,"february 4, 1915",Ray Evans,Ray,male
nm0515254,"march 28, 1915",Jay Livingston,Jay,male
nm0663341,"may 13, 1922",Sally Parr,Sally,female
nm0910611,"december 6, 1924",Patrick Waltz,Patrick,male
nm0104243,"july 19, 1891",Raymond Bramley,Raymond,male
nm0721756,"june 2, 1909",Jack Reynolds,Jack,male
nm0001811,"april 16, 1921",Peter Ustinov,Peter,male
nm0424318,"october 5, 1923",Glynis Johns,Glynis,female
nm0581277,"december 29, 1923",Dina Merrill,Dina,female
nm0706256,"march 26, 1909",Chips Rafferty,Chips,male
nm0026295,"august 6, 1943",Michael Anderson Jr.,Michael,male
nm0112119,"february 7, 1933",Lola Brooks,Lola,female
nm0914931,"february 6, 1889",Wylie Watson,Wylie,male
nm0576851,"may 1, 1934",John Meillon,John,male
nm0292226,"april 11, 1930",Ronald Fraser,Ronald,male
nm0853581,"september 26, 1922",Leonard Teale,Leonard,male
nm0072804,"may 14, 1907",Dick Bentley,Dick,male
nm0882043,"january 21, 1906",Molly Urquhart,Molly,female
nm0813450,"september 7, 1917",Ewen Solon,Ewen,male
nm0907386,"april 4, 1878",Ethel Wales,Ethel,female
nm0129720,"october 27, 1927",Gwen Caldwell,Gwen,female
nm0161345,"june 22, 1928",Allen Church,Allen,male
nm0455876,"august 16, 1900",Walter Kinsella,Walter,male
nm0572762,"december 28, 1901",Rod McLennan,Rod,male
nm0489484,"may 30, 1912",Henry Lascoe,Henry,male
nm0418913,"february 5, 1884",Arthur L. Jarrett,Arthur,male
nm0092899,"february 28, 1914",Jim Boles,Jim,male
nm0290118,"january 24, 1919",Coleman Francis,Coleman,male
nm0390120,"november 3, 1904",Herbert Holcombe,Herbert,male
nm0317208,"april 9, 1925",Virginia Gibson,Virginia,female
nm0919707,"january 7, 1907",Sally Weldman,Sally,female
nm0211504,"february 28, 1905",Rudy De Saxe,Rudy,male
nm0550199,"april 27, 1909",Ronald Marriott,Ronald,male
nm0504448,"january 9, 1919",Farrell Lester,Farrell,male
nm0649873,"may 16, 1926",Bill Orisman,Bill,male
nm0682415,"january 24, 1906",Lou Pierce,Lou,female
nm0002145,"september 29, 1913",Trevor Howard,Trevor,male
nm0405977,"april 29, 1894",Paul Hörbiger,Paul,male
nm0690691,"december 14, 1884",Erich Ponto,Erich,male
nm0108040,"june 24, 1906",Siegfried Breuer,Siegfried,male
nm0088177,"december 23, 1868",Hedwig Bleibtreu,Hedwig,female
nm0496866,"january 10, 1908",Bernard Lee,Bernard,male
nm0036319,"july 15, 1892",Nelly Arno,Nelly,female
nm0043751,"august 15, 1916",Harold Ayer,Harold,male
nm0081275,1904,Leo Bieber,Leo,male
nm0090796,"april 16, 1907",Martin Boddey,Martin,male
nm0847953,"august 8, 1930",Nita Talbot,Nita,female
nm0221442,"may 31, 1905",Florence Desmond,Florence,female
nm0161103,"february 11, 1918",Howard Chuman,Howard,male
nm2803672,"september 23, 1916",Frank Emi,Frank,male
nm0292240,"december 5, 1901",Stanley Fraser,Stanley,male
nm0297732,"february 18, 1912",Jerry Fujikawa,Jerry,male
nm0582566,"october 8, 1921",George Metkovich,George,male
nm0012175,"september 26, 1896",Jay Adler,Jay,male
nm0497723,"july 31, 1910",Laura Lee,Laura,female
nm0223692,"january 5, 1927",Nicla Di Bruno,Nicla,female
nm0382707,"january 25, 1921",Bill Hickman,Bill,male
nm0808530,"may 24, 1906",J. Lewis Smith,J.,female
nm0403903,"november 27, 1901",Ted Husing,Ted,male
nm0052167,"june 14, 1913",Henry Banks,Henry,male
nm0060974,"december 28, 1886",Louise Bates,Louise,female
nm0618047,"may 9, 1909",Carlos Múzquiz,Carlos,male
nm0856673,"october 17, 1906",Jorge Treviño,Jorge,male
nm0720955,"august 6, 1910",Rosaura Revueltas,Rosaura,female
nm0037060,"october 14, 1875",Eduardo Arozamena,Eduardo,male
nm0904834,"august 5, 1943",Rosa María Vázquez,Rosa,female
nm0145303,"january 22, 1931",Mary Castle,Mary,female
nm0536076,"october 21, 1918",James Magill,James,male
nm0680657,"june 1, 1885",Minna Phillips,Minna,female
nm0842981,"april 23, 1894",Basil Sydney,Basil,male
nm0640614,"april 26, 1905",Denis O'Dea,Denis,male
nm0444584,"august 21, 1916",Geoffrey Keen,Geoffrey,male
nm0992325,"july 29, 1889",Geoffrey Wilkinson,Geoffrey,male
nm0491406,"march 25, 1897",John Laurie,John,male
nm0212470,"january 7, 1913",Francis De Wolff,Francis,male
nm0203664,"april 3, 1906",David Davies,David,male
nm0085672,1921,Andrew Blackett,Andrew,male
nm0222831,"december 5, 1911",William Devlin,William,male
nm0235077,"january 12, 1896",Howard Douglas,Howard,male
nm0516742,"december 10, 1912",Harry Locke,Harry,male
nm0344405,"april 8, 1914",William Grueneberg,William,male
nm0339428,"april 2, 1917",Dabbs Greer,Dabbs,female
nm0701012,"october 21, 1895",Edna Purviance,Edna,female
nm0035627,"january 14, 1891",Billy Armstrong,Billy,male
nm0042317,"december 13, 1882",Albert Austin,Albert,male
nm0445920,"july 10, 1854",James T. Kelley,James,male
nm0749484,"june 11, 1889",Wesley Ruggles,Wesley,male
nm0925118,"november 10, 1882",Leo White,Leo,male
nm0120784,"october 30, 1918",Bill Burch,Bill,male
nm0104916,"october 8, 1920",George Brandt,George,male
nm0193427,"june 4, 1919",Lucille Curtis,Lucille,female
nm0001171,"april 2, 1908",Buddy Ebsen,Buddy,male
nm5735148,"november 29, 1995",Liv Hewson,Liv,female
nm3887625,"december 11, 1987",Alex Russell,Alex,male
nm4186055,"may 8, 1993",Bobbi Salvör Menuez,Bobbi,female
nm0219206,"february 25, 1966",Alexis Denisof,Alexis,male
nm1828317,"march 25, 1973",Michael Ray Escamilla,Michael,male
nm5121352,february 22,Joseph Lee Anderson,Joseph,male
nm0930397,september 5,Davida Williams,Davida,female
nm0233277,"september 3, 1967",Jeffrey Doornbos,Jeffrey,male
nm5156229,"december 28, 1989",Mason O'Sullivan,Mason,male
nm3470592,august 1,Ashwin Gore,Ashwin,male
nm0810770,1972,Alan Smyth,Alan,male
nm0200455,"november 16, 1922",Royal Dano,Royal,male
nm0308872,"may 7, 1906",Harold Gary,Harold,male
nm0151589,"july 23, 1915",Frances Chaney,Frances,female
nm0242940,"may 4, 1901",Don Dunning,Don,male
nm0768530,"june 5, 1908",Bigelow Sayre,Bigelow,male
nm0211625,"february 27, 1914",John De Simone,John,male
nm3732931,"may 15, 1903",Jimmy Noel,Jimmy,male
nm0281290,"january 16, 1918",Richard Flato,Richard,male
nm0806821,"february 18, 1898",Ida Smeraldo,Ida,female
nm0164759,"december 29, 1898",Frank Clarke,Frank,male
nm0177485,"april 5, 1905",Ray Cooke,Ray,male
nm5283926,"march 9, 1907",Redmond Doms,Redmond,male
nm0245031,1932,Jacqueline Duval,Jacqueline,female
nm0186187,"june 30, 1925",Paul Cramer,Paul,male
nm0183900,"july 23, 1930",Chuck Courtney,Chuck,male
nm0652897,"february 11, 1910",Don Otis,Don,male
nm0199846,"september 12, 1915",Billy Daniels,Billy,male
nm0589969,"april 29, 1915",Donald Mills,Donald,male
nm0446438,"september 16, 1927",Jack Kelly,Jack,male
nm0922203,"march 15, 1886",Lillian West,Lillian,female
nm0032254,"october 6, 1919",Don Appell,Don,male
nm0144312,"april 11, 1913",Oleg Cassini,Oleg,male
nm0268119,"august 21, 1908",David Farrar,David,male
nm0460874,"may 4, 1906",Esmond Knight,Esmond,male
nm0170552,"april 22, 1925",George Cole,George,male
nm0890038,"july 11, 1896",Beatrice Varley,Beatrice,female
nm0163501,"december 24, 1904",Frances Clare,Frances,female
nm0738379,"march 9, 1907",Raymond Rollett,Raymond,male
nm0493218,"april 30, 1897",Gerald Lawson,Gerald,male
nm0612384,"august 13, 1904",Bartlett Mullins,Bartlett,male
nm0537793,"november 25, 1895",Arthur Mainzer,Arthur,male
nm0856521,"february 16, 1916",Ann Titheradge,Ann,female
nm0081281,1929,Wilda Bieber,Wilda,female
nm0379135,"september 29, 1918",Gil Herman,Gil,male
nm0106959,"september 29, 1916",Ric Roman,Ric,male
nm0619797,"october 2, 1909",Herbert Naish,Herbert,male
nm0835072,"may 15, 1891",Nipo T. Strongheart,Nipo,male
nm0237100,"august 21, 1899",Dewey Drapeau,Dewey,male
nm0256749,"june 27, 1886",Lalo Encinas,Lalo,male
nm0596708,"may 23, 1899",Joe Molina,Joe,male
nm0858953,"january 16, 1895",J. Parnell Thomas,J.,female
nm0540816,"october 28, 1908",Albert Maltz,Albert,male
nm0170660,"june 19, 1904",Lester Cole,Lester,male
nm0650338,"november 15, 1890",Samuel Ornitz,Samuel,male
nm0778789,"february 6, 1912",Adrian Scott,Adrian,male
nm0078827,"june 4, 1904",Alvah Bessie,Alvah,male
nm0229424,"september 4, 1908",Edward Dmytryk,Edward,male
nm0488057,"august 15, 1915",Ring Lardner Jr.,Ring,male
nm0493251,"september 25, 1894",John Howard Lawson,John,male
nm0080868,"march 4, 1900",Herbert J. Biberman,Herbert,male
nm0874308,"december 9, 1905",Dalton Trumbo,Dalton,male
nm0633271,"january 9, 1913",Richard Nixon,Richard,male
nm0011346,"june 8, 1957",Scott Adams,Scott,male
nm0936476,"may 15, 1918",Joseph Wiseman,Joseph,male
nm0000791,"october 14, 1912",Jack Arnold,Jack,male
nm0079039,"december 21, 1917",Rolly Bester,Rolly,male
nm0094036,"october 1, 1912",Rudy Bond,Rudy,male
nm0168921,"june 20, 1910",Haskell Coffin,Haskell,male
nm0780038,"november 13, 1913",Alexander Scourby,Alexander,male
nm0815049,"september 23, 1893",Louis Sorin,Louis,male
nm0833471,"april 18, 1897",Morris Strassberg,Morris,male
nm0733420,"january 10, 1921",George Robotham,George,male
nm0641053,"october 4, 1901",Jimmy O'Gatty,Jimmy,male
nm0602944,"february 17, 1901",Pat Moran,Pat,male
nm0382548,"october 8, 1910",Winston Hibler,Winston,male
nm0511249,"june 2, 1898",Mogens Lind,Mogens,male
nm2323225,"april 24, 1923",Red Coffey,Red,male
nm0721522,"november 1, 1919",Yvette Reynard,Yvette,female
nm7368999,"february 24, 1915",Bob Jackman,Bob,male
nm0725047,"april 10, 1922",Marian Richman,Marian,female
nm0507074,"april 11, 1902",Danny Lewis,Danny,male
nm0000659,"april 24, 1942",Barbra Streisand,Barbra,female
nm0641939,"april 20, 1941",Ryan O'Neal,Ryan,male
nm0001404,"september 29, 1942",Madeline Kahn,Madeline,female
nm0550318,"april 4, 1935",Kenneth Mars,Kenneth,male
nm0671721,"march 27, 1940",Austin Pendleton,Austin,male
nm0744981,"july 6, 1930",Philip Roth,Philip,male
nm0095368,"january 4, 1930",Sorrell Booke,Sorrell,male
nm0317369,"february 5, 1926",Stefan Gierasch,Stefan,male
nm0016781,"july 24, 1901",Mabel Albertson,Mabel,female
nm0242668,"november 12, 1916",Liam Dunn,Liam,male
nm0384916,"december 20, 1932",John Hillerman,John,male
nm0604420,"march 30, 1933",George Morfogen,George,male
nm0419054,"august 25, 1930",Graham Jarvis,Graham,male
nm0001642,"october 1, 1950",Randy Quaid,Randy,male
nm0001826,"march 22, 1935",M. Emmet Walsh,M.,male
nm0641915,"march 26, 1945",Kevin O'Neal,Kevin,male
nm0954169,"february 18, 1931",Eleanor Zee,Eleanor,female
nm0263393,"march 20, 1909",Judith Evelyn,Judith,female
nm0814797,"august 12, 1914",Guy Sorel,Guy,male
nm0041809,"january 16, 1901",Jacques Auger,Jacques,male
nm0177743,"june 28, 1922",Sheila M. Coonan,Sheila,female
nm0239792,"december 12, 1909",Camille Ducharme,Camille,female
nm0300990,"july 9, 1907",J. Léo Gagnon,J.,female
nm0310237,"january 26, 1884",Blanche Gauthier,Blanche,female
nm0120308,"february 19, 1911",Bob Bumpas,Bob,male
nm0355608,"january 31, 1905",Geraldine Hall,Geraldine,female
nm0716695,"october 4, 1887",Roy Regnier,Roy,male
nm0549773,"december 14, 1926",María Elena Marqués,María,female
nm0137046,"march 11, 1929",Timothy Carey,Timothy,male
nm0243164,"july 26, 1849",Tatzumbia Dupea,Tatzumbia,
nm0543924,"august 18, 1898",Héléna Manson,Héléna,female
nm0131301,"september 28, 1883",Valentine Camax,Valentine,female
nm0281270,"november 11, 1881",Georges Flateau,Georges,male
nm0041335,"august 12, 1921",Zanie Campan,Zanie,female
nm0620513,"september 4, 1907",Reggie Nalder,Reggie,male
nm0703056,"may 24, 1922",Gilles Quéant,Gilles,male
nm0605923,"may 26, 1908",Robert Morley,Robert,male
nm0119988,"march 21, 1912",Peter Bull,Peter,male
nm0000942,"may 2, 1924",Theodore Bikel,Theodore,male
nm0331770,"march 15, 1924",Walter Gotell,Walter,male
nm0822842,"september 29, 1922",Peter Swanwick,Peter,male
nm0549424,"march 27, 1921",Richard Marner,Richard,male
nm0033426,"march 31, 1915",Harry Arbour,Harry,male
nm0424159,"december 20, 1924",Errol John,Errol,male
nm0492149,"june 27, 1927",Joseph Layode,Joseph,male
nm0902576,"september 21, 1928",John von Kotze,John,male
nm0219555,"march 2, 1916",Russell Dennis,Russell,male
nm0004266,"november 12, 1982",Anne Hathaway,Anne,female
nm0000417,"april 20, 1964",Crispin Glover,Crispin,male
nm0524240,"march 5, 1974",Matt Lucas,Matt,male
nm0790688,"february 5, 1969",Michael Sheen,Michael,male
nm0000410,"august 24, 1957",Stephen Fry,Stephen,male
nm0000614,"february 21, 1946",Alan Rickman,Alan,male
nm0934774,"august 6, 1937",Barbara Windsor,Barbara,female
nm0925768,"may 17, 1958",Paul Whitehouse,Paul,male
nm0001758,"february 27, 1957",Timothy Spall,Timothy,male
nm0683116,"may 13, 1946",Tim Pigott-Smith,Tim,male
nm0242026,"november 7, 1950",Lindsay Duncan,Lindsay,female
nm0416524,"july 6, 1950",Geraldine James,Geraldine,female
nm2076146,"september 29, 1942",Donna Corcoran,Donna,female
nm0757634,"october 17, 1926",Paul Salata,Paul,male
nm0011262,"september 22, 1917",Peter Adams,Peter,male
nm0092564,"december 1, 1928",Hal Bokar,Hal,male
nm0179321,"october 20, 1943",Noreen Corcoran,Noreen,female
nm0365345,"july 26, 1918",Stacy Harris,Stacy,female
nm0102101,"june 17, 1901",Volta Boyer,Volta,male
nm0514308,"march 2, 1909",Margie Liszt,Margie,female
nm0606333,"june 23, 1922",Roland Morris,Roland,male
nm0569129,"april 30, 1922",Roger McGee,Roger,male
nm0398338,"april 3, 1927",Bob Hoy,Bob,male
nm0853265,"may 17, 1924",Tim Taylor,Tim,male
nm0814218,"january 11, 1925",Quentin Sondergaard,Quentin,male
nm0604766,"october 17, 1920",John Morgan,John,male
nm0424634,"july 23, 1924",Brad Johnson,Brad,male
nm0492952,1930,Muriel Lawrence,Muriel,female
nm0119302,"september 5, 1917",Jack Buetel,Jack,male
nm0112062,"december 14, 1923",Joe Brooks,Joe,male
nm0583093,"august 18, 1910",Emile Meyer,Emile,male
nm0528759,1927,Mauri Leighton,Mauri,male
