actorid,dob
nm0292796,"july 4, 1916"
nm0883215,"december 17, 1913"
nm0624140,"september 1, 1918"
nm0395731,"october 27, 1920"
nm1333962,"april 4, 1984"
nm0369935,"july 28, 1977"
nm0443459,"july 9, 1920"
nm0118643,"december 23, 1921"
nm0570277,"march 13, 1913"
nm0644665,"april 15, 1928"
nm0292271,"october 29, 1932"
nm0438322,"january 24, 1927"
nm0452238,"june 22, 1959"
nm0359566,"december 27, 1901"
nm0758010,"january 12, 1950"
nm0649168,"january 28, 1957"
nm0563957,"december 26, 1934"
nm0597942,"june 17, 1942"
nm0402105,1943
nm0069019,"may 31, 1948"
nm0668766,"october 2, 1958"
nm0865443,"november 14, 1958"
nm0457740,1946
nm0926170,"december 22, 1947"
nm0189523,"december 13, 1935"
nm0647557,"july 17, 1931"
nm0790993,"january 16, 1922"
nm0651237,"july 5, 1913"
nm0429269,"june 5, 1914"
nm0448038,"december 22, 1909"
nm0234427,"september 26, 1920"
nm0603672,"january 16, 1922"
nm0244828,"march 9, 1925"
nm0549296,"december 31, 1934"
nm0636161,"june 16, 1905"
nm0943867,"december 17, 1926"
nm0285401,"september 11, 1920"
nm0424793,"august 13, 1903"
nm0931621,"february 6, 1924"
nm0113832,"february 13, 1915"
nm0811099,"august 31, 1881"
nm0618865,"october 19, 1921"
nm0439000,"september 2, 1943"
nm0240120,"july 7, 1917"
nm0053817,"may 28, 1912"
nm0888573,"july 26, 1909"
nm0741147,"april 19, 1891"
nm0824619,"march 7, 1928"
nm0142297,"february 25, 1873"
nm0144934,"august 23, 1895"
nm0894636,"january 7, 1924"
nm0234853,"november 4, 1898"
nm0853540,"january 20, 1913"
nm0824700,"march 28, 1888"
nm0208370,"may 26, 1900"
nm0323022,"august 30, 1908"
nm0768742,"september 25, 1929"
nm0615698,"august 3, 1931"
nm0869451,"february 15, 1898"
nm0208377,"march 23, 1898"
nm0632426,"may 31, 1896"
nm0535979,"march 2, 1909"
nm0330752,"september 30, 1918"
nm0812827,"november 17, 1906"
nm0321294,"april 10, 1924"
nm0005905,"march 2, 1910"
nm0137716,"october 28, 1896"
nm0294306,"december 9, 1924"
nm0740025,"august 30, 1923"
nm0731642,"december 2, 1914"
nm0439463,"april 24, 1919"
nm0336646,"august 2, 1899"
nm1625579,"june 27, 1897"
nm0598577,"october 7, 1911"
nm0112928,"june 13, 1921"
nm0845945,"october 31, 1884"
nm0630132,"january 20, 1916"
nm0062732,"march 25, 1922"
nm0198446,"october 23, 1918"
nm0366321,"june 23, 1913"
nm0381096,1890
nm0447725,"january 11, 1910"
nm0503921,"november 17, 1912"
nm3551906,"november 4, 1924"
nm0952959,"april 30, 1905"
nm0167247,"may 25, 1890"
nm0413271,"september 3, 1925"
nm0700519,"april 19, 1929"
nm0175356,"march 14, 1930"
nm0522401,"december 21, 1925"
nm0752648,"september 8, 1922"
nm0894678,"january 16, 1922"
nm0806803,"september 17, 1940"
nm0023071,"august 13, 1938"
nm0174783,"march 3, 1928"
nm0247719,"april 5, 1927"
nm0508766,"may 16, 1919"
nm0441196,"july 5, 1921"
nm0337431,"march 29, 1927"
nm0428066,"june 2, 1907"
nm0726456,"august 10, 1921"
nm0821126,"february 13, 1911"
nm0889537,"june 12, 1893"
nm0443820,"january 1, 1881"
nm0841797,"march 27, 1899"
nm0001124,"august 12, 1881"
nm0263143,"february 4, 1915"
nm0515254,"march 28, 1915"
nm0663341,"may 13, 1922"
nm0910611,"december 6, 1924"
nm0104243,"july 19, 1891"
nm0721756,"june 2, 1909"
nm0001811,"april 16, 1921"
nm0424318,"october 5, 1923"
nm0581277,"december 29, 1923"
nm0706256,"march 26, 1909"
nm0026295,"august 6, 1943"
nm0112119,"february 7, 1933"
nm0914931,"february 6, 1889"
nm0576851,"may 1, 1934"
nm0292226,"april 11, 1930"
nm0853581,"september 26, 1922"
nm0072804,"may 14, 1907"
nm0882043,"january 21, 1906"
nm0813450,"september 7, 1917"
nm0907386,"april 4, 1878"
nm0129720,"october 27, 1927"
nm0161345,"june 22, 1928"
nm0455876,"august 16, 1900"
nm0572762,"december 28, 1901"
nm0489484,"may 30, 1912"
nm0418913,"february 5, 1884"
nm0092899,"february 28, 1914"
nm0290118,"january 24, 1919"
nm0390120,"november 3, 1904"
nm0317208,"april 9, 1925"
nm0919707,"january 7, 1907"
nm0211504,"february 28, 1905"
nm0550199,"april 27, 1909"
nm0504448,"january 9, 1919"
nm0649873,"may 16, 1926"
nm0682415,"january 24, 1906"
nm0002145,"september 29, 1913"
nm0405977,"april 29, 1894"
nm0690691,"december 14, 1884"
nm0108040,"june 24, 1906"
nm0088177,"december 23, 1868"
nm0496866,"january 10, 1908"
nm0036319,"july 15, 1892"
nm0043751,"august 15, 1916"
nm0081275,1904
nm0090796,"april 16, 1907"
nm0847953,"august 8, 1930"
nm0221442,"may 31, 1905"
nm0161103,"february 11, 1918"
nm2803672,"september 23, 1916"
nm0292240,"december 5, 1901"
nm0297732,"february 18, 1912"
nm0582566,"october 8, 1921"
nm0012175,"september 26, 1896"
nm0497723,"july 31, 1910"
nm0223692,"january 5, 1927"
nm0382707,"january 25, 1921"
nm0808530,"may 24, 1906"
nm0403903,"november 27, 1901"
nm0052167,"june 14, 1913"
nm0060974,"december 28, 1886"
nm0618047,"may 9, 1909"
nm0856673,"october 17, 1906"
nm0720955,"august 6, 1910"
nm0037060,"october 14, 1875"
nm0904834,"august 5, 1943"
nm0145303,"january 22, 1931"
nm0536076,"october 21, 1918"
nm0680657,"june 1, 1885"
nm0842981,"april 23, 1894"
nm0640614,"april 26, 1905"
nm0444584,"august 21, 1916"
nm0992325,"july 29, 1889"
nm0491406,"march 25, 1897"
nm0212470,"january 7, 1913"
nm0203664,"april 3, 1906"
nm0085672,1921
nm0222831,"december 5, 1911"
nm0235077,"january 12, 1896"
nm0516742,"december 10, 1912"
nm0344405,"april 8, 1914"
nm0339428,"april 2, 1917"
nm0701012,"october 21, 1895"
nm0035627,"january 14, 1891"
nm0042317,"december 13, 1882"
nm0445920,"july 10, 1854"
nm0749484,"june 11, 1889"
nm0925118,"november 10, 1882"
nm0120784,"october 30, 1918"
nm0104916,"october 8, 1920"
nm0193427,"june 4, 1919"
nm0001171,"april 2, 1908"
nm5735148,"november 29, 1995"
nm3887625,"december 11, 1987"
nm4186055,"may 8, 1993"
nm0219206,"february 25, 1966"
nm1828317,"march 25, 1973"
nm5121352,february 22
nm0930397,september 5
nm0233277,"september 3, 1967"
nm5156229,"december 28, 1989"
nm3470592,august 1
nm0810770,1972
nm0200455,"november 16, 1922"
nm0308872,"may 7, 1906"
nm0151589,"july 23, 1915"
nm0242940,"may 4, 1901"
nm0768530,"june 5, 1908"
nm0211625,"february 27, 1914"
nm3732931,"may 15, 1903"
nm0281290,"january 16, 1918"
nm0806821,"february 18, 1898"
nm0164759,"december 29, 1898"
nm0177485,"april 5, 1905"
nm5283926,"march 9, 1907"
nm0245031,1932
nm0186187,"june 30, 1925"
nm0183900,"july 23, 1930"
nm0652897,"february 11, 1910"
nm0199846,"september 12, 1915"
nm0589969,"april 29, 1915"
nm0446438,"september 16, 1927"
nm0922203,"march 15, 1886"
nm0032254,"october 6, 1919"
nm0144312,"april 11, 1913"
nm0268119,"august 21, 1908"
nm0460874,"may 4, 1906"
nm0170552,"april 22, 1925"
nm0890038,"july 11, 1896"
nm0163501,"december 24, 1904"
nm0738379,"march 9, 1907"
nm0493218,"april 30, 1897"
nm0612384,"august 13, 1904"
nm0537793,"november 25, 1895"
nm0856521,"february 16, 1916"
nm0081281,1929
nm0379135,"september 29, 1918"
nm0106959,"september 29, 1916"
nm0619797,"october 2, 1909"
nm0835072,"may 15, 1891"
nm0237100,"august 21, 1899"
nm0256749,"june 27, 1886"
nm0596708,"may 23, 1899"
nm0858953,"january 16, 1895"
nm0540816,"october 28, 1908"
nm0170660,"june 19, 1904"
nm0650338,"november 15, 1890"
nm0778789,"february 6, 1912"
nm0078827,"june 4, 1904"
nm0229424,"september 4, 1908"
nm0488057,"august 15, 1915"
nm0493251,"september 25, 1894"
nm0080868,"march 4, 1900"
nm0874308,"december 9, 1905"
nm0633271,"january 9, 1913"
nm0011346,"june 8, 1957"
nm0936476,"may 15, 1918"
nm0000791,"october 14, 1912"
nm0079039,"december 21, 1917"
nm0094036,"october 1, 1912"
nm0168921,"june 20, 1910"
nm0780038,"november 13, 1913"
nm0815049,"september 23, 1893"
nm0833471,"april 18, 1897"
nm0733420,"january 10, 1921"
nm0641053,"october 4, 1901"
nm0602944,"february 17, 1901"
nm0382548,"october 8, 1910"
nm0511249,"june 2, 1898"
nm2323225,"april 24, 1923"
nm0721522,"november 1, 1919"
nm7368999,"february 24, 1915"
nm0725047,"april 10, 1922"
nm0507074,"april 11, 1902"
nm0000659,"april 24, 1942"
nm0641939,"april 20, 1941"
nm0001404,"september 29, 1942"
nm0550318,"april 4, 1935"
nm0671721,"march 27, 1940"
nm0744981,"july 6, 1930"
nm0095368,"january 4, 1930"
nm0317369,"february 5, 1926"
nm0016781,"july 24, 1901"
nm0242668,"november 12, 1916"
nm0384916,"december 20, 1932"
nm0604420,"march 30, 1933"
nm0419054,"august 25, 1930"
nm0001642,"october 1, 1950"
nm0001826,"march 22, 1935"
nm0641915,"march 26, 1945"
nm0954169,"february 18, 1931"
nm0263393,"march 20, 1909"
nm0814797,"august 12, 1914"
nm0041809,"january 16, 1901"
nm0177743,"june 28, 1922"
nm0239792,"december 12, 1909"
nm0300990,"july 9, 1907"
nm0310237,"january 26, 1884"
nm0120308,"february 19, 1911"
nm0355608,"january 31, 1905"
nm0716695,"october 4, 1887"
nm0549773,"december 14, 1926"
nm0137046,"march 11, 1929"
nm0243164,"july 26, 1849"
nm0543924,"august 18, 1898"
nm0131301,"september 28, 1883"
nm0281270,"november 11, 1881"
nm0041335,"august 12, 1921"
nm0620513,"september 4, 1907"
nm0703056,"may 24, 1922"
nm0605923,"may 26, 1908"
nm0119988,"march 21, 1912"
nm0000942,"may 2, 1924"
nm0331770,"march 15, 1924"
nm0822842,"september 29, 1922"
nm0549424,"march 27, 1921"
nm0033426,"march 31, 1915"
nm0424159,"december 20, 1924"
nm0492149,"june 27, 1927"
nm0902576,"september 21, 1928"
nm0219555,"march 2, 1916"
nm0004266,"november 12, 1982"
nm0000417,"april 20, 1964"
nm0524240,"march 5, 1974"
nm0790688,"february 5, 1969"
nm0000410,"august 24, 1957"
nm0000614,"february 21, 1946"
nm0934774,"august 6, 1937"
nm0925768,"may 17, 1958"
nm0001758,"february 27, 1957"
nm0683116,"may 13, 1946"
nm0242026,"november 7, 1950"
nm0416524,"july 6, 1950"
nm2076146,"september 29, 1942"
nm0757634,"october 17, 1926"
nm0011262,"september 22, 1917"
nm0092564,"december 1, 1928"
nm0179321,"october 20, 1943"
nm0365345,"july 26, 1918"
nm0102101,"june 17, 1901"
nm0514308,"march 2, 1909"
nm0606333,"june 23, 1922"
nm0569129,"april 30, 1922"
nm0398338,"april 3, 1927"
nm0853265,"may 17, 1924"
nm0814218,"january 11, 1925"
nm0604766,"october 17, 1920"
nm0424634,"july 23, 1924"
nm0492952,1930
nm0119302,"september 5, 1917"
nm0112062,"december 14, 1923"
nm0583093,"august 18, 1910"
nm0528759,1927
nm0000736,"august 9, 1918"
nm0777363,"june 18, 1890"
nm0500416,1887
nm0954394,"september 26, 1897"
nm1149794,"january 31, 1915"
nm0001657,"february 13, 1938"
nm0507187,"september 28, 1946"
nm0311184,"september 27, 1943"
nm0654207,"november 8, 1939"
nm0707012,"may 10, 1946"
nm0203928,"january 25, 1926"
nm0654151,1922
nm0412354,"december 5, 1938"
nm0943823,"february 27, 1940"
nm0715914,"april 27, 1928"
nm0862330,"may 6, 1932"
nm0114127,"january 4, 1917"
nm0827797,"february 26, 1925"
nm0407094,"december 3, 1926"
nm0845179,"april 5, 1905"
nm0717592,"november 9, 1899"
nm0889704,"august 6, 1930"
nm0834754,"july 25, 1914"
nm0665315,"december 16, 1924"
nm0052180,"october 30, 1918"
nm0399870,"january 24, 1919"
nm0585731,"august 23, 1915"
nm0178249,"december 4, 1914"
nm0445863,"may 14, 1932"
nm0852399,"october 24, 1900"
nm0432827,"january 16, 1924"
nm0702186,"june 9, 1940"
nm0655774,"february 16, 1910"
nm0868508,"february 20, 1879"
nm0709165,1914
nm1131948,"january 31, 1920"
nm0261830,"july 8, 1940"
nm0740378,"october 20, 1893"
nm0028141,"december 7, 1913"
nm0095524,"june 18, 1917"
nm0001374,"november 25, 1926"
nm0091982,"october 27, 1926"
nm0727799,1924
nm0727807,"october 23, 1914"
nm0423066,1928
nm0153759,"february 22, 1923"
nm0306707,"april 3, 1913"
nm0682376,"august 8, 1900"
nm0047316,"october 16, 1924"
nm0602259,"may 12, 1942"
nm0183809,"december 28, 1940"
nm0247691,"november 23, 1930"
nm0248825,"may 5, 1943"
nm0337138,"may 2, 1925"
nm0448062,"june 6, 1914"
nm1422176,june 8
nm3080893,"september 1, 1981"
nm0001432,"july 20, 1978"
nm3102689,"august 4, 1975"
nm1926336,"august 28, 1984"
nm2704732,"august 13, 1985"
nm2060753,"november 18, 1982"
nm2615160,"february 13, 1993"
nm0322658,"june 3, 1914"
nm0367574,"november 17, 1900"
nm0273834,"march 10, 1921"
nm0000308,"january 24, 1917"
nm0498436,"january 14, 1925"
nm0506713,"march 31, 1915"
nm0607071,"february 15, 1916"
nm0935478,"september 25, 1950"
nm0790114,"april 11, 1921"
nm0169021,"september 20, 1923"
nm0853315,"july 30, 1906"
nm0939864,"september 5, 1882"
nm0607554,"may 25, 1931"
nm0593554,"april 11, 1911"
nm0317127,"october 19, 1948"
nm0792311,"january 5, 1909"
nm0672455,"december 15, 1924"
nm0474726,"june 27, 1919"
nm0002195,"october 21, 1920"
nm0504809,"february 29, 1944"
nm0831564,"january 18, 1941"
nm0614500,"january 26, 1931"
nm0083345,"february 28, 1908"
nm0062592,"december 14, 1902"
nm0721999,"december 9, 1931"
nm0935597,"july 18, 1916"
nm0034010,"april 10, 1928"
nm0002994,"february 15, 1914"
nm0063632,"june 2, 1899"
nm0444411,"august 18, 1916"
nm0007323,"september 16, 1942"
nm0110375,"march 21, 1944"
nm0921459,"november 13, 1922"
nm0460651,"december 28, 1925"
nm0087017,"june 2, 1927"
nm0786756,"april 21, 1908"
nm0088083,"february 20, 1915"
nm0293910,"april 7, 1916"
nm0949476,1892
nm0017580,"april 10, 1916"
nm0060553,"august 6, 1892"
nm0139446,"may 30, 1908"
nm0335519,"october 31, 1925"
nm0835021,"february 8, 1918"
nm0485851,"may 15, 1879"
nm0656295,c. 1876
nm0318149,1862
nm0292252,1892
nm0865072,"march 16, 1897"
nm0195679,"october 5, 1863"
nm0068717,1875
nm0448794,"january 5, 1913"
nm0790471,"august 13, 1919"
nm0524249,"august 22, 1897"
nm0420370,"september 24, 1913"
nm0891098,"march 27, 1924"
nm0615902,"january 13, 1913"
nm0629702,"may 8, 1905"
nm0636364,"march 31, 1908"
nm0689359,"june 22, 1903"
nm2359231,"january 24, 1911"
nm0095727,"november 28, 1925"
nm0122591,"may 12, 1935"
nm0861776,"october 14, 1906"
nm0099071,"may 24, 1907"
nm0258346,"january 27, 1941"
nm0258353,"october 1, 1938"
nm0865845,"november 27, 1925"
nm0507569,"may 5, 1922"
nm0779473,"march 4, 1925"
nm0492594,"october 19, 1930"
nm0650948,"june 30, 1899"
nm0446374,"december 9, 1898"
nm0817817,"may 22, 1925"
nm0204308,"april 16, 1908"
nm0554405,"june 21, 1921"
nm0483907,"march 17, 1913"
nm0497202,"may 4, 1886"
nm0121826,"july 21, 1926"
nm0000015,"february 8, 1931"
nm0389593,"february 3, 1920"
nm0448870,"may 27, 1926"
nm0460514,"february 24, 1924"
nm0715582,"april 2, 1919"
nm0105795,"february 16, 1930"
nm0153079,"may 4, 1915"
nm0929965,"november 26, 1922"
nm0229906,"october 2, 1920"
nm0011310,1906
nm0353543,"march 9, 1932"
nm0134486,"january 28, 1885"
nm0137023,"july 15, 1925"
nm0336335,"march 18, 1926"
nm0383618,"march 30, 1905"
nm0907704,"december 21, 1915"
nm0300010,"june 19, 1912"
nm0000038,"november 12, 1929"
nm0068349,"february 16, 1924"
nm0000937,"february 20, 1939"
nm0853299,"february 22, 1911"
nm0844212,"july 31, 1898"
nm0828838,"november 2, 1919"
nm0001822,"february 10, 1930"
nm0501183,"april 15, 1923"
nm0805314,"june 15, 1910"
nm0231944,"august 8, 1918"
nm0339834,"december 23, 1911"
nm0899540,"january 5, 1915"
nm0020093,"march 20, 1929"
nm0000843,"september 17, 1931"
nm0000892,"march 12, 1960"
nm0901926,"june 5, 1950"
nm0383422,"february 12, 1963"
nm0300824,"may 26, 1959"
nm0913175,"february 23, 1961"
nm0883008,"march 28, 1972"
nm0004820,"january 1, 1969"
nm0005020,"september 12, 1970"
nm0001029,"september 26, 1968"
nm0005089,"november 23, 1964"
nm0069131,october 29
nm0934113,"march 29, 1942"
nm0421087,"april 23, 1954"
nm0199341,"may 1, 1925"
nm0080898,"april 25, 1917"
nm0684433,"november 21, 1912"
nm0245129,"august 8, 1906"
nm0434934,"august 23, 1882"
nm1069035,"august 8, 1906"
nm0620301,"march 16, 1925"
nm0298023,"june 11, 1917"
nm0620136,"december 5, 1928"
nm0133521,"september 12, 1927"
nm0034167,"april 1, 1924"
nm0046486,"june 12, 1906"
nm0911404,1926
nm0310989,"september 4, 1931"
nm0026039,"may 22, 1934"
nm0433439,"january 31, 1902"
nm0153611,"march 13, 1930"
nm0625395,1898
nm0633133,"october 17, 1911"
nm0040345,"may 31, 1922"
nm1180270,"may 30, 1914"
nm0931424,"february 12, 1931"
nm0141648,"august 15, 1939"
nm0444379,"july 13, 1900"
nm0567599,"september 13, 1895"
nm0203352,"july 17, 1936"
nm0444012,"february 12, 1907"
nm0926047,"december 3, 1908"
nm0717845,"october 26, 1912"
nm0448717,"july 24, 1911"
nm0309638,"august 30, 1917"
nm0371502,"october 3, 1926"
nm0732609,"november 24, 1922"
nm0851370,"may 3, 1921"
nm0664197,"july 27, 1894"
nm0372750,1928
nm0401359,"february 27, 1898"
nm0267704,"july 24, 1940"
nm0312643,"october 14, 1941"
nm0913340,"november 25, 1943"
nm0581907,"january 17, 1904"
nm0124279,"january 10, 1883"
nm0633705,"august 15, 1918"
nm0039954,"june 15, 1909"
nm0870513,"may 13, 1928"
nm0828234,"may 8, 1925"
nm0585250,1925
nm0161251,"november 21, 1924"
nm0529321,"may 16, 1911"
nm0778858,"november 27, 1893"
nm0949856,"march 5, 1919"
nm0658172,"may 2, 1924"
nm0191979,"february 15, 1914"
nm0381673,"august 6, 1895"
nm0612769,"may 11, 1888"
nm0206359,"february 9, 1976"
nm2809577,"march 25, 1982"
nm2207222,"march 21, 1986"
nm1752221,"july 30, 1984"
nm3254274,"august 19, 1987"
nm5289739,"may 31, 2002"
nm8908475,"november 21, 2000"
nm0203457,"november 16, 1993"
nm0733582,"march 8, 1969"
nm0000415,"october 28, 1965"
nm2160814,"december 9, 1981"
nm0038799,"february 9, 1945"
nm0720790,"december 28, 1910"
nm0061647,"february 13, 1892"
nm0651920,"october 4, 1906"
nm0506762,"april 20, 1940"
nm0527974,"may 28, 1942"
nm1208119,"november 9, 1909"
nm0398006,"february 21, 1913"
nm1250342,"march 5, 1925"
nm0564790,"march 16, 1916"
nm0366799,"june 15, 1946"
nm0366798,"january 23, 1942"
nm0553088,"march 21, 1915"
nm0075336,"june 13, 1921"
nm0098309,"june 2, 1915"
nm0081694,"april 30, 1930"
nm0449593,"august 10, 1920"
nm1702407,"january 25, 1860"
nm1415533,"september 26, 1940"
nm0909234,"september 15, 1907"
nm0239326,"june 11, 1939"
nm0612475,"august 6, 1899"
nm0913947,"july 26, 1920"
nm0008030,"july 11, 1922"
nm0576353,"may 24, 1922"
nm0263052,"june 3, 1901"
nm0641738,"november 2, 1916"
nm0329583,"july 16, 1923"
nm0461756,"december 4, 1927"
nm0518837,"june 2, 1928"
nm0539439,"june 8, 1923"
nm0428216,"august 1, 1912"
nm0928697,"july 23, 1912"
nm0822574,"october 30, 1914"
nm1072763,"july 2, 1898"
nm0314756,"february 14, 1903"
nm0000765,"june 19, 1932"
nm0441069,"august 13, 1913"
nm0152906,"june 6, 1910"
nm0200881,"march 27, 1904"
nm1553446,"january 14, 1923"
nm0615618,"september 3, 1912"
nm0913551,"february 25, 1924"
nm0681740,"june 25, 1913"
nm0829579,"april 1, 1930"
nm0943966,"february 19, 1914"
nm0043084,"november 15, 1930"
nm0172598,"july 25, 1937"
nm0269567,"november 17, 1891"
nm0083061,"august 24, 1900"
nm0821288,"september 22, 1899"
nm0466508,"january 27, 1897"
nm0172909,"august 31, 1908"
nm0397810,"january 24, 1926"
nm0398409,"march 14, 1916"
nm0794261,"february 23, 1904"
nm0902774,"january 2, 1912"
nm0696152,"october 29, 1907"
nm0408756,"january 1, 1907"
nm0911167,"february 14, 1901"
nm0932558,"april 30, 1910"
nm0258919,"january 9, 1903"
nm0854437,"august 9, 1913"
nm0294561,"march 1, 1908"
nm0600552,"june 28, 1908"
nm0934732,"march 15, 1925"
nm0650269,"august 22, 1914"
nm0204332,"august 31, 1925"
nm0332390,"december 10, 1923"
nm0378105,"june 24, 1922"
nm0367583,"september 27, 1911"
nm0091730,"july 27, 1914"
nm0001989,"july 1, 1931"
nm0166604,"september 18, 1921"
nm0180452,"april 28, 1917"
nm0412538,"august 11, 1915"
nm0004974,"may 9, 1923"
nm0802023,"october 24, 1916"
nm0394244,"october 18, 1902"
nm0403391,"december 9, 1898"
nm0444602,"august 8, 1887"
nm0173271,"november 28, 1909"
nm0104815,"november 20, 1918"
nm0667579,"november 4, 1918"
nm0117136,"august 10, 1916"
nm0389934,"november 25, 1916"
nm0119118,"june 14, 1921"
nm0453006,"march 31, 1922"
nm0189759,"june 20, 1905"
nm0458479,"may 8, 1906"
nm0549134,"october 17, 1907"
nm0000314,"november 3, 1921"
nm0055685,"march 21, 1922"
nm0084002,"october 4, 1929"
nm0197832,"december 5, 1901"
nm0173714,"july 25, 1893"
nm0385677,"april 28, 1889"
nm0129856,"november 11, 1932"
nm0558659,"december 5, 1919"
nm0416424,"august 24, 1917"
nm1098757,"february 28, 1939"
nm0109038,"august 1, 1920"
nm0236217,"april 10, 1879"
nm0603987,"july 1, 1902"
nm0133663,"december 3, 1908"
nm0282813,"may 19, 1907"
nm0637790,"september 20, 1896"
nm0712731,"september 25, 1926"
nm0529365,"december 9, 1897"
nm0011625,"september 21, 1930"
nm0182902,"may 14, 1924"
nm0860523,"october 25, 1920"
nm0087080,"april 13, 1923"
nm0931749,"january 7, 1929"
nm0137010,"january 31, 1896"
nm0865298,"july 29, 1906"
nm0235066,"december 15, 1907"
nm0262182,"july 26, 1899"
nm0295618,"october 28, 1887"
nm0493602,"august 13, 1912"
nm0531641,"october 1, 1922"
nm0613576,"july 13, 1888"
nm0151969,"march 13, 1924"
nm0426908,"may 16, 1893"
nm0416274,"april 15, 1932"
nm0948540,"october 31, 1903"
nm0498136,"july 25, 1925"
nm0319749,"january 22, 1908"
nm0398858,"december 2, 1902"
nm0497311,"july 25, 1919"
nm0086062,"january 31, 1900"
nm0506932,"september 20, 1917"
nm0372487,"september 6, 1888"
nm0889702,1918
nm0293444,"january 8, 1942"
nm0393829,"march 4, 1868"
nm0380600,"march 25, 1895"
nm0912138,"october 20, 1927"
nm0198870,"april 30, 1919"
nm0335614,"july 14, 1928"
nm0750640,"january 4, 1927"
nm0345340,"december 23, 1925"
nm0350164,"december 28, 1902"
nm0589105,"january 17, 1904"
nm0176088,"december 25, 1908"
